week_index,week_start,region,product_category,channel,currency,existing_users,base_impressions,base_spend,cpi,ctr,cvr,avg_order_value,engagement_value_per_click,freq_cap_per_user,adstock_decay,sat_curve_basis,sat_alpha,sat_k_half_impr,sat_beta,sat_alpha_spend,sat_k_half_spend,sat_beta_spend,min_spend_this_week,max_spend_this_week,priority_weight
4,2025-06-23,Quebec,Beauty,Social,CAD,116356,6437272,19387.08,0.003012,0.007976,0.015755,57.97,0.2028,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,7754.83,31019.33,1.018
5,2025-06-30,Quebec,Beauty,Social,CAD,113397,5699002,17299.63,0.003036,0.007968,0.016229,58.84,0.2023,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6919.85,27679.41,1.04
6,2025-07-07,Quebec,Beauty,Social,CAD,100923,5074646,15481.21,0.003051,0.007942,0.016821,57.32,0.2372,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6192.49,24769.94,0.918
7,2025-07-14,Quebec,Beauty,Social,CAD,113926,5344556,16675.53,0.00312,0.008353,0.016653,62.49,0.2134,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6670.21,26680.86,1.096
8,2025-07-21,Quebec,Beauty,Social,CAD,97974,7145908,19931.66,0.002789,0.0077,0.01746,61.58,0.2258,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,7972.66,31890.65,0.916
9,2025-07-28,Quebec,Beauty,Social,CAD,102857,4823859,14769.51,0.003062,0.007312,0.016297,62.44,0.2186,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,5907.8,23631.21,0.902
10,2025-08-04,Quebec,Beauty,Social,CAD,113069,4999874,16493.41,0.003299,0.008443,0.01701,59.47,0.1988,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6597.36,26389.45,1.092
11,2025-08-11,Quebec,Beauty,Social,CAD,100677,5610680,17511.24,0.003121,0.007366,0.014789,61.0,0.209,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,7004.5,28017.99,1.085
12,2025-08-18,Quebec,Beauty,Social,CAD,110454,6971121,20242.14,0.002904,0.007522,0.01466,58.13,0.2212,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,8096.85,32387.42,1.032
13,2025-08-25,Quebec,Beauty,Social,CAD,114345,5226330,17165.56,0.003284,0.007784,0.014489,61.92,0.2012,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6866.22,27464.89,0.938
1,2025-06-02,Quebec,Beauty,Affiliate,CAD,103789,2800958,15825.18,0.00565,0.018281,0.030202,57.85,0.2314,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4747.56,28485.33,1.048
2,2025-06-09,Quebec,Beauty,Affiliate,CAD,116821,2861885,18450.81,0.006447,0.01885,0.028658,61.13,0.2132,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5535.24,33211.45,0.942
3,2025-06-16,Quebec,Beauty,Affiliate,CAD,108275,2729311,16505.23,0.006047,0.017888,0.030921,60.65,0.222,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4951.57,29709.42,1.006
4,2025-06-23,Quebec,Beauty,Affiliate,CAD,106415,3479270,20569.13,0.005912,0.019008,0.030923,62.85,0.2027,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,6170.74,37024.43,0.946
5,2025-06-30,Quebec,Beauty,Affiliate,CAD,118759,3122302,17525.24,0.005613,0.018452,0.027237,58.76,0.2281,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5257.57,31545.44,0.936
6,2025-07-07,Quebec,Beauty,Affiliate,CAD,109040,2700685,15590.09,0.005773,0.018235,0.02718,61.84,0.2181,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4677.03,28062.17,0.94
7,2025-07-14,Quebec,Beauty,Affiliate,CAD,117739,3103152,18058.7,0.005819,0.017615,0.029927,62.62,0.2228,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5417.61,32505.66,1.032
8,2025-07-21,Quebec,Beauty,Affiliate,CAD,117059,3655067,22428.08,0.006136,0.017989,0.027013,59.14,0.2032,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,6728.42,40370.54,1.092
9,2025-07-28,Quebec,Beauty,Affiliate,CAD,121476,2777316,17834.52,0.006421,0.017547,0.030256,59.0,0.2043,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5350.35,32102.13,0.932
10,2025-08-04,Quebec,Beauty,Affiliate,CAD,101559,3154878,20243.39,0.006417,0.017385,0.029788,62.63,0.2167,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,6073.02,36438.1,0.931
11,2025-08-11,Quebec,Beauty,Affiliate,CAD,120527,3093875,17397.14,0.005623,0.019617,0.030058,59.93,0.2325,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5219.14,31314.84,1.014
12,2025-08-18,Quebec,Beauty,Affiliate,CAD,106654,3380791,20719.08,0.006128,0.019321,0.03006,61.55,0.2167,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,6215.72,37294.35,1.025
13,2025-08-25,Quebec,Beauty,Affiliate,CAD,100554,2763862,15896.9,0.005752,0.016892,0.02789,57.19,0.2307,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4769.07,28614.41,1.04
1,2025-06-02,Quebec,Beauty,Email,CAD,104603,1722945,2446.72,0.00142,0.053429,0.036159,62.67,0.215,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,489.34,6116.8,0.944
2,2025-06-09,Quebec,Beauty,Email,CAD,120065,1695522,2744.93,0.001619,0.047141,0.036682,62.88,0.24,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,548.99,6862.33,1.032
3,2025-06-16,Quebec,Beauty,Email,CAD,119853,1634836,2397.28,0.001466,0.053262,0.037667,60.85,0.2365,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,479.46,5993.2,0.995
4,2025-06-23,Quebec,Beauty,Email,CAD,120902,2073745,2895.04,0.001396,0.052173,0.04384,62.56,0.221,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,579.01,7237.61,0.982
5,2025-06-30,Quebec,Beauty,Email,CAD,99568,1719575,2331.28,0.001356,0.049187,0.040217,59.98,0.2108,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,466.26,5828.2,0.992
6,2025-07-07,Quebec,Beauty,Email,CAD,99633,1541852,2405.91,0.00156,0.054475,0.043208,60.54,0.2104,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,481.18,6014.78,1.057
7,2025-07-14,Quebec,Beauty,Email,CAD,102901,1679626,2447.68,0.001457,0.048239,0.041342,59.79,0.2224,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,489.54,6119.21,0.98
8,2025-07-21,Quebec,Beauty,Email,CAD,111626,2176109,3332.5,0.001531,0.046301,0.036606,58.13,0.2006,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,666.5,8331.25,0.927
9,2025-07-28,Quebec,Beauty,Email,CAD,114304,1471353,2194.38,0.001491,0.045534,0.036959,61.01,0.2262,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,438.88,5485.94,0.981
10,2025-08-04,Quebec,Beauty,Email,CAD,105138,1492802,2164.19,0.00145,0.049647,0.042411,57.88,0.2364,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,432.84,5410.47,1.041
11,2025-08-11,Quebec,Beauty,Email,CAD,105099,1597001,2244.04,0.001405,0.051836,0.042403,59.11,0.2035,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,448.81,5610.1,1.038
12,2025-08-18,Quebec,Beauty,Email,CAD,108454,2215184,3277.96,0.00148,0.045003,0.036477,62.75,0.2372,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,655.59,8194.9,0.909
13,2025-08-25,Quebec,Beauty,Email,CAD,102840,1576069,2191.6,0.001391,0.04806,0.041406,58.8,0.2005,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,438.32,5479.0,0.918
1,2025-06-02,Quebec,Beauty,Online Video,CAD,97909,3631828,25613.56,0.007053,0.002947,0.008732,61.49,0.203,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,7684.07,43543.05,0.989
2,2025-06-09,Quebec,Beauty,Online Video,CAD,110142,3360466,23871.04,0.007103,0.003052,0.009823,57.95,0.2208,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,7161.31,40580.78,0.939
3,2025-06-16,Quebec,Beauty,Online Video,CAD,113842,3699431,27159.97,0.007342,0.003,0.00837,60.56,0.2015,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,8147.99,46171.94,0.963
4,2025-06-23,Quebec,Beauty,Online Video,CAD,122831,3965359,27054.92,0.006823,0.002727,0.009238,62.45,0.1995,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,8116.47,45993.36,1.093
5,2025-06-30,Quebec,Beauty,Online Video,CAD,103646,3158010,20874.74,0.00661,0.002717,0.009389,61.21,0.2362,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6262.42,35487.06,0.905
6,2025-07-07,Quebec,Beauty,Online Video,CAD,110563,3629576,26934.92,0.007421,0.002726,0.008153,58.79,0.2197,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,8080.48,45789.37,0.986
7,2025-07-14,Quebec,Beauty,Online Video,CAD,114648,3551562,22995.09,0.006475,0.002707,0.009122,61.59,0.2093,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6898.53,39091.65,1.023
8,2025-07-21,Quebec,Beauty,Online Video,CAD,119260,4464245,33518.74,0.007508,0.00286,0.008581,57.08,0.206,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,10055.62,56981.87,0.972
9,2025-07-28,Quebec,Beauty,Online Video,CAD,98000,3770016,24091.74,0.00639,0.003092,0.009103,60.73,0.2338,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,7227.52,40955.97,1.032
10,2025-08-04,Quebec,Beauty,Online Video,CAD,106951,3268202,23400.67,0.00716,0.002949,0.008118,57.73,0.2147,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,7020.2,39781.14,0.999
11,2025-08-11,Quebec,Beauty,Online Video,CAD,110912,3242599,21511.76,0.006634,0.002916,0.009095,60.81,0.2356,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6453.53,36569.99,1.03
12,2025-08-18,Quebec,Beauty,Online Video,CAD,97756,4396490,31650.68,0.007199,0.003039,0.008758,57.17,0.2143,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,9495.2,53806.16,1.002
13,2025-08-25,Quebec,Beauty,Online Video,CAD,103925,3338096,21559.84,0.006459,0.003093,0.009467,62.94,0.2247,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6467.95,36651.73,1.015
1,2025-06-02,Quebec,Sporting Goods,Paid Search,CAD,116252,4548780,56348.16,0.012388,0.037672,0.055226,138.01,0.2737,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,28174.08,84522.24,0.972
2,2025-06-09,Quebec,Sporting Goods,Paid Search,CAD,99220,5138631,66027.22,0.012849,0.032835,0.053563,143.34,0.2707,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,33013.61,99040.83,0.91
3,2025-06-16,Quebec,Sporting Goods,Paid Search,CAD,115785,4892284,53867.97,0.011011,0.032392,0.050781,142.26,0.2856,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,26933.99,80801.96,1.051
4,2025-06-23,Quebec,Sporting Goods,Paid Search,CAD,114844,5514231,67230.15,0.012192,0.03295,0.056345,146.21,0.265,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,33615.07,100845.22,1.048
5,2025-06-30,Quebec,Sporting Goods,Paid Search,CAD,98390,4341019,47503.28,0.010943,0.033482,0.055779,146.44,0.2582,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,23751.64,71254.92,0.985
6,2025-07-07,Quebec,Sporting Goods,Paid Search,CAD,107637,4317038,55937.15,0.012957,0.03218,0.057691,136.64,0.2872,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,27968.57,83905.72,0.959
7,2025-07-14,Quebec,Sporting Goods,Paid Search,CAD,122454,4952282,55032.47,0.011113,0.0331,0.056592,145.05,0.2892,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,27516.23,82548.7,1.088
8,2025-07-21,Quebec,Sporting Goods,Paid Search,CAD,103642,6571605,76262.92,0.011605,0.035362,0.054949,143.02,0.2821,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,38131.46,114394.38,0.962
9,2025-07-28,Quebec,Sporting Goods,Paid Search,CAD,108291,4346311,47973.26,0.011038,0.033713,0.058366,139.38,0.2759,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,23986.63,71959.89,1.003
10,2025-08-04,Quebec,Sporting Goods,Paid Search,CAD,104908,4766348,62449.51,0.013102,0.031956,0.055108,146.7,0.2818,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,31224.75,93674.26,1.099
11,2025-08-11,Quebec,Sporting Goods,Paid Search,CAD,112347,4983731,53859.39,0.010807,0.03342,0.054482,137.89,0.256,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,26929.69,80789.08,1.014
12,2025-08-18,Quebec,Sporting Goods,Paid Search,CAD,103534,6541423,70698.72,0.010808,0.033506,0.058464,137.67,0.2889,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,35349.36,106048.08,1.008
13,2025-08-25,Quebec,Sporting Goods,Paid Search,CAD,101169,4297264,46931.45,0.010921,0.035266,0.059116,138.94,0.2622,4,0.3,impressions,1.0,6000000,1.1,1.0,72000,1.05,23465.73,70397.18,1.095
1,2025-06-02,Quebec,Sporting Goods,Display,CAD,112911,5845870,22005.04,0.003764,0.003772,0.013044,146.04,0.2887,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,8802.02,35208.07,0.964
2,2025-06-09,Quebec,Sporting Goods,Display,CAD,122157,6119533,24099.73,0.003938,0.003907,0.011856,142.3,0.295,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,9639.89,38559.58,1.088
3,2025-06-16,Quebec,Sporting Goods,Display,CAD,115515,6031129,23762.97,0.00394,0.003633,0.010836,141.27,0.2676,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,9505.19,38020.75,1.02
4,2025-06-23,Quebec,Sporting Goods,Display,CAD,109842,7439286,30828.26,0.004144,0.003734,0.012923,138.08,0.2903,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,12331.3,49325.21,0.934
5,2025-06-30,Quebec,Sporting Goods,Display,CAD,97864,5890822,21917.32,0.003721,0.003633,0.011612,141.87,0.2897,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,8766.93,35067.72,1.059
6,2025-07-07,Quebec,Sporting Goods,Display,CAD,103874,6621043,26455.48,0.003996,0.003602,0.011625,144.46,0.299,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,10582.19,42328.77,1.044
7,2025-07-14,Quebec,Sporting Goods,Display,CAD,118372,5778460,23331.7,0.004038,0.003797,0.011315,142.5,0.255,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,9332.68,37330.72,1.072
8,2025-07-21,Quebec,Sporting Goods,Display,CAD,102545,7773304,33240.62,0.004276,0.004084,0.011829,143.2,0.2845,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,13296.25,53184.99,0.984
9,2025-07-28,Quebec,Sporting Goods,Display,CAD,110186,5886814,23620.87,0.004013,0.003829,0.011614,135.37,0.2971,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,9448.35,37793.39,1.049
10,2025-08-04,Quebec,Sporting Goods,Display,CAD,118622,6502184,25878.13,0.00398,0.003988,0.011666,144.88,0.3075,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,10351.25,41405.0,0.903
11,2025-08-11,Quebec,Sporting Goods,Display,CAD,120210,6065077,24625.03,0.00406,0.004304,0.01309,143.55,0.2807,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,9850.01,39400.05,1.019
12,2025-08-18,Quebec,Sporting Goods,Display,CAD,123668,8010493,34323.38,0.004285,0.004064,0.012382,143.25,0.2638,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,13729.35,54917.41,1.011
13,2025-08-25,Quebec,Sporting Goods,Display,CAD,108879,6517743,26936.65,0.004133,0.004351,0.012752,137.89,0.269,5,0.5,impressions,1.0,15000000,1.05,1.0,54000,1.05,10774.66,43098.64,1.06
1,2025-06-02,Quebec,Sporting Goods,Social,CAD,121374,5188092,16195.34,0.003122,0.008417,0.015399,139.92,0.2701,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6478.14,25912.55,0.972
2,2025-06-09,Quebec,Sporting Goods,Social,CAD,103290,5615220,15884.17,0.002829,0.00766,0.015526,140.62,0.2603,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6353.67,25414.67,1.02
3,2025-06-16,Quebec,Sporting Goods,Social,CAD,119538,5505659,16366.92,0.002973,0.0074,0.017531,144.51,0.295,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6546.77,26187.07,0.92
4,2025-06-23,Quebec,Sporting Goods,Social,CAD,107177,6202495,19671.36,0.003172,0.008286,0.015251,146.4,0.3025,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,7868.54,31474.17,0.973
5,2025-06-30,Quebec,Sporting Goods,Social,CAD,109917,5408601,15852.25,0.002931,0.007396,0.014714,146.89,0.2839,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6340.9,25363.6,1.032
6,2025-07-07,Quebec,Sporting Goods,Social,CAD,113234,5161097,14136.36,0.002739,0.008731,0.016284,139.9,0.3076,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,5654.55,22618.18,0.921
7,2025-07-14,Quebec,Sporting Goods,Social,CAD,99478,5772601,16626.28,0.00288,0.007426,0.017199,137.28,0.2737,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6650.51,26602.06,1.064
8,2025-07-21,Quebec,Sporting Goods,Social,CAD,117686,6242040,20567.86,0.003295,0.007746,0.017118,137.88,0.2592,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,8227.14,32908.57,0.929
9,2025-07-28,Quebec,Sporting Goods,Social,CAD,108349,5660314,16490.8,0.002913,0.007617,0.015054,134.04,0.3,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6596.32,26385.28,1.022
10,2025-08-04,Quebec,Sporting Goods,Social,CAD,106560,5494419,16551.47,0.003012,0.008227,0.016798,140.14,0.2874,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6620.59,26482.34,0.966
11,2025-08-11,Quebec,Sporting Goods,Social,CAD,99174,5635591,16433.91,0.002916,0.007632,0.016156,140.56,0.2747,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,6573.56,26294.26,1.014
12,2025-08-18,Quebec,Sporting Goods,Social,CAD,121401,7219166,21315.4,0.002953,0.008121,0.015628,144.2,0.2677,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,8526.16,34104.64,1.03
13,2025-08-25,Quebec,Sporting Goods,Social,CAD,104962,4914783,14818.83,0.003015,0.008437,0.016361,146.53,0.2678,2,0.6,impressions,1.0,10800000,1.1,1.0,48000,1.08,5927.53,23710.14,1.023
1,2025-06-02,Quebec,Sporting Goods,Affiliate,CAD,98799,2795488,16474.45,0.005893,0.016867,0.032453,144.9,0.266,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4942.34,29654.01,0.952
2,2025-06-09,Quebec,Sporting Goods,Affiliate,CAD,110795,2640776,15492.6,0.005867,0.017965,0.032677,141.96,0.276,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4647.78,27886.67,0.913
3,2025-06-16,Quebec,Sporting Goods,Affiliate,CAD,119413,3021643,17689.85,0.005854,0.019381,0.031518,141.96,0.2583,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5306.96,31841.73,1.064
4,2025-06-23,Quebec,Sporting Goods,Affiliate,CAD,118255,3592244,21645.7,0.006026,0.017223,0.028582,146.55,0.3035,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,6493.71,38962.27,1.084
5,2025-06-30,Quebec,Sporting Goods,Affiliate,CAD,119969,2908111,16638.68,0.005721,0.017139,0.031982,137.81,0.2631,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4991.61,29949.63,1.006
6,2025-07-07,Quebec,Sporting Goods,Affiliate,CAD,117549,2658323,16150.47,0.006075,0.016644,0.028511,141.16,0.2843,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4845.14,29070.84,1.082
7,2025-07-14,Quebec,Sporting Goods,Affiliate,CAD,104233,3032591,19702.19,0.006497,0.018038,0.031313,142.0,0.2898,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5910.66,35463.95,1.017
8,2025-07-21,Quebec,Sporting Goods,Affiliate,CAD,108050,3787056,24527.26,0.006477,0.019232,0.028777,141.69,0.2757,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,7358.18,44149.08,1.068
9,2025-07-28,Quebec,Sporting Goods,Affiliate,CAD,117091,2698957,16225.51,0.006012,0.017936,0.032407,142.25,0.3079,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,4867.65,29205.91,0.928
10,2025-08-04,Quebec,Sporting Goods,Affiliate,CAD,113431,2693345,17576.21,0.006526,0.01922,0.030579,145.12,0.2562,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5272.86,31637.17,1.004
11,2025-08-11,Quebec,Sporting Goods,Affiliate,CAD,118404,3082353,18730.81,0.006077,0.016807,0.027776,133.68,0.3009,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5619.24,33715.46,0.903
12,2025-08-18,Quebec,Sporting Goods,Affiliate,CAD,115407,3425658,22586.43,0.006593,0.016372,0.030299,137.79,0.2713,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,6775.93,40655.57,1.029
13,2025-08-25,Quebec,Sporting Goods,Affiliate,CAD,115717,3087689,19145.18,0.0062,0.016565,0.029804,139.91,0.2898,4,0.4,impressions,1.0,3600000,1.0,1.0,36000,1.0,5743.56,34461.33,1.023
1,2025-06-02,Quebec,Sporting Goods,Email,CAD,122281,1493316,2190.2,0.001467,0.053536,0.043205,135.43,0.2978,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,438.04,5475.49,0.905
2,2025-06-09,Quebec,Sporting Goods,Email,CAD,104337,1497688,2369.98,0.001582,0.054213,0.040713,138.58,0.3075,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,474.0,5924.94,0.91
3,2025-06-16,Quebec,Sporting Goods,Email,CAD,112374,1636248,2540.2,0.001552,0.054405,0.039648,142.62,0.301,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,508.04,6350.51,1.042
4,2025-06-23,Quebec,Sporting Goods,Email,CAD,113822,2015193,2786.81,0.001383,0.05251,0.037487,134.05,0.2729,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,557.36,6967.03,1.092
5,2025-06-30,Quebec,Sporting Goods,Email,CAD,100556,1732001,2614.29,0.001509,0.048308,0.042087,136.08,0.2865,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,522.86,6535.74,1.001
6,2025-07-07,Quebec,Sporting Goods,Email,CAD,121749,1572233,2415.23,0.001536,0.045516,0.03857,144.77,0.2929,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,483.05,6038.09,0.961
7,2025-07-14,Quebec,Sporting Goods,Email,CAD,115240,1493473,2418.82,0.00162,0.05254,0.039792,144.16,0.3025,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,483.76,6047.04,1.048
8,2025-07-21,Quebec,Sporting Goods,Email,CAD,119903,2157941,2920.5,0.001353,0.052424,0.040032,136.66,0.2701,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,584.1,7301.26,0.921
9,2025-07-28,Quebec,Sporting Goods,Email,CAD,106745,1663010,2451.79,0.001474,0.054498,0.03746,136.01,0.3002,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,490.36,6129.47,1.036
10,2025-08-04,Quebec,Sporting Goods,Email,CAD,104758,1640658,2400.5,0.001463,0.046844,0.039058,136.33,0.3011,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,480.1,6001.25,0.948
11,2025-08-11,Quebec,Sporting Goods,Email,CAD,105740,1556042,2346.56,0.001508,0.04518,0.038773,136.89,0.2912,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,469.31,5866.4,1.088
12,2025-08-18,Quebec,Sporting Goods,Email,CAD,120534,1936319,2836.1,0.001465,0.047628,0.039186,136.38,0.2642,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,567.22,7090.25,1.053
13,2025-08-25,Quebec,Sporting Goods,Email,CAD,110580,1530473,2299.27,0.001502,0.05181,0.039657,136.74,0.2562,6,0.2,impressions,1.0,1800000,0.95,1.0,24000,0.95,459.85,5748.17,0.911
1,2025-06-02,Quebec,Sporting Goods,Online Video,CAD,104264,3243803,22102.99,0.006814,0.002753,0.008573,138.51,0.2586,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6630.9,37575.08,0.914
2,2025-06-09,Quebec,Sporting Goods,Online Video,CAD,103315,3175644,23134.06,0.007285,0.002896,0.00823,138.4,0.2703,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6940.22,39327.9,0.947
3,2025-06-16,Quebec,Sporting Goods,Online Video,CAD,116251,3160444,19978.33,0.006321,0.003291,0.009604,141.64,0.2663,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,5993.5,33963.16,0.926
4,2025-06-23,Quebec,Sporting Goods,Online Video,CAD,106801,4607535,32604.27,0.007076,0.002966,0.009238,146.69,0.296,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,9781.28,55427.25,0.902
5,2025-06-30,Quebec,Sporting Goods,Online Video,CAD,101809,3292326,22612.45,0.006868,0.003141,0.0099,146.8,0.2599,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6783.74,38441.17,0.995
6,2025-07-07,Quebec,Sporting Goods,Online Video,CAD,99938,3629021,27467.05,0.007569,0.003178,0.008713,140.63,0.2781,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,8240.11,46693.98,1.055
7,2025-07-14,Quebec,Sporting Goods,Online Video,CAD,118168,3534238,25231.76,0.007139,0.002846,0.008605,145.63,0.2844,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,7569.53,42893.99,0.952
8,2025-07-21,Quebec,Sporting Goods,Online Video,CAD,104829,4131004,27041.21,0.006546,0.003196,0.008852,137.9,0.2658,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,8112.36,45970.06,0.936
9,2025-07-28,Quebec,Sporting Goods,Online Video,CAD,112620,3177763,22904.74,0.007208,0.003101,0.009144,137.81,0.2951,3,0.7,impressions,1.0,8400000,1.15,1.0,66000,1.1,6871.42,38938.06,0.955
